,ID.LUS,ID.PLOT,X80.LandUse,BIO4,X82.Designation,X83.LandTenure,X85.FireOccurrence,X86c.FireAreaM2,X87.FireType,X88.ExpectedFutureTrees,X92.TreeCanopyCoverage,N0,H,Simp,N1,N2,E1,E2,tprec,a.tmin,a.tmax,a.tmean,alt,Pop.pa,HHpop,Province,GEZ,pop.d,S.DistToRoad,Expo,Slope,RELIEF,TEXTURE,DRAINAGE,SOM,X90.N.StandOrigin,X90.C.StandOrigin,X90.nk.StandOrigin,X91.StandStructure,X92a.ShrubCoverage,X92b.ShrubHeight,X93.ManagementPlan,X93a.ManagementAgreement,X94.Disturbances,X95.TimberExploitation
11,201008401,2010084,110020,58.24770728,7,6,2,5000,2,2,3,23,2.636914206,0.897953259,13.9700284,9.79943101,0.607392539,0.426062218,1251,15.21666667,26.975,21.075,1459,1,279,Northern,Tropical moist deciduous forest,5940.594727,5005.205518,340,2,1,2,0,2,1,0,0,2,0,0,2,90,1,1
12,201010101,2010101,110020,7.829225556,90,2,3,5000,2,3,4,5,1.237597168,0.645,3.447320175,2.816901408,0.689464035,0.563380282,1139,12.76666667,24.10833333,18.425,1834,0,0,Northern,Tropical mountain system,1713.96875,7604.562735,180,2,1,3,0,3,1,0,0,2,1,50,90,1,1,1
13,201010201,2010102,110020,11.39459058,90,1,3,5000,2,3,4,7,1.502755557,0.705882353,4.494055653,3.4,0.64200795,0.485714286,1139,12.76666667,24.10833333,18.425,1834,0,0,Northern,Tropical mountain system,1713.96875,7604.562735,90,3,1,3,0,3,1,0,0,2,1,60,90,1,1,1
14,201010401,2010104,110020,12.88043334,90,1,3,5000,2,3,4,6,1.539763247,0.751147842,4.663486048,4.018450185,0.777247675,0.669741697,1139,12.76666667,24.10833333,18.425,1834,0,0,Northern,Tropical mountain system,1713.96875,7604.562735,90,3,1,3,0,3,1,0,0,2,1,1,90,1,1,1
15,201011101,2010111,110030,62.52657085,99,6,2,200,2,3,3,6,1.660947433,0.791666667,5.264296052,4.8,0.877382675,0.8,1219,15.86666667,27.83333333,21.81666667,1205,0,0,Luapula,Tropical moist deciduous forest,29883.67773,6938.971893,320,40,7,2,0,1,1,0,0,1,1,1,90,1,2,1
16,201012301,2010123,110030,34.17144994,99,6,3,5000,2,2,3,12,2.196916273,0.864197531,8.997225685,7.363636364,0.749768807,0.613636364,1218,15.675,27.53333333,21.575,1259,0,0,Northern,Tropical moist deciduous forest,11014.67969,6711.069113,296,2,1,3,1,2,1,0,0,2,1,1,2,99,3,4
17,201014201,2010142,110020,11.89363931,7,6,2,5000,2,2,2,7,1.854652619,0.830449827,6.389478279,5.897959184,0.912782611,0.842565598,1310,14.625,26.63333333,20.60833333,1411,0,0,Northern,Tropical moist deciduous forest,18050.38672,2858.432933,250,1,1,3,0,2,1,0,0,2,2,1,2,90,2,1
18,201015101,2010151,110030,22.08676116,7,6,3,5000,0,3,4,9,1.738296039,0.764146673,5.687643637,4.239923225,0.631960404,0.471102581,1250,14.51666667,26.71666667,20.6,1314,1,NA,Northern,Tropical mountain system,21058.20313,8960.658856,270,4,1,3,0,2,1,0,0,2,2,90,2,90,1,1
19,201015201,2010152,110030,40.84272191,7,6,3,5000,0,3,4,14,2.072002277,0.806122449,7.940706709,5.157894737,0.567193336,0.368421053,1250,14.51666667,26.71666667,20.6,1314,1,NA,Northern,Tropical mountain system,21058.20313,8960.658856,180,4,1,3,0,3,1,0,0,2,2,1,2,90,1,1
20,201015301,2010153,110030,20.2725957,7,6,3,5000,0,3,4,17,2.503230349,0.8928,12.2219113,9.328358209,0.718935959,0.548726953,1250,14.51666667,26.71666667,20.6,1314,1,NA,Northern,Tropical mountain system,21058.20313,8960.658856,90,2,1,3,0,3,1,0,0,2,2,1,2,90,1,1
21,201015401,2010154,110030,33.67114325,7,6,3,5000,0,3,4,17,2.125631636,0.793950851,8.378187783,4.853211009,0.492834575,0.285483001,1250,14.51666667,26.71666667,20.6,1314,1,NA,Northern,Tropical mountain system,21058.20313,8960.658856,90,3,1,2,0,3,1,0,0,2,2,1,2,90,1,1
22,201016101,2010161,110020,60.23130413,7,6,3,5000,2,2,3,20,2.407103153,0.846560847,11.10175444,6.517241379,0.555087722,0.325862069,1140,14.14166667,26.06666667,20.08333333,1389,0,0,Northern,Tropical moist deciduous forest,17701.05469,19016.16058,0,2,1,2,0,2,1,0,0,2,0,1,2,90,1,1
23,201016201,2010162,110020,34.88593892,7,6,3,5000,2,2,3,17,2.464256104,0.880430604,11.7547346,8.363344051,0.691454977,0.491961415,1140,14.14166667,26.06666667,20.08333333,1389,0,0,Northern,Tropical moist deciduous forest,17701.05469,19016.16058,270,3,1,2,0,2,1,0,0,2,0,8,2,90,1,1
24,201016301,2010163,110020,53.66267261,7,6,3,5000,2,2,3,13,2.02611202,0.823673469,7.584540415,5.671296296,0.583426186,0.436253561,1140,14.14166667,26.06666667,20.08333333,1389,0,0,Northern,Tropical moist deciduous forest,17701.05469,19016.16058,270,1,1,2,0,2,1,0,0,2,0,1,2,90,1,1
25,201016401,2010164,110020,62.97097242,7,6,3,5000,2,2,3,12,1.777237109,0.7456382,5.913495483,3.931407942,0.49279129,0.327617329,1140,14.14166667,26.06666667,20.08333333,1389,0,0,Northern,Tropical moist deciduous forest,17701.05469,19016.16058,270,1,1,2,0,2,1,0,0,2,0,1,2,90,1,1
26,201017301,2010173,110030,2.587868295,7,6,1,5000,0,2,2,7,1.886696785,0.84,6.597539554,6.25,0.942505651,0.892857143,1017,15.375,26.70833333,21.00833333,1345,0,0,Northern,Tropical moist deciduous forest,5837.270996,1938.470626,80,2,1,3,0,3,1,0,0,2,2,1,2,90,3,3
27,201017401,2010174,110030,7.548402555,7,6,1,5000,0,2,2,12,2.333196714,0.886426593,10.31084975,8.804878049,0.859237479,0.733739837,1017,15.375,26.70833333,21.00833333,1345,0,0,Northern,Tropical moist deciduous forest,5837.270996,1938.470626,90,2,1,3,0,3,1,0,0,2,2,1,2,90,3,3
28,201020101,2010201,110030,7.699129665,99,6,2,5000,2,3,1,4,1.333736027,0.724489796,3.795195889,3.62962963,0.948798972,0.907407407,1324,14.34166667,26.45833333,20.35,1407,1,14,Luapula,Tropical moist deciduous forest,22354.34375,1210.193993,275,10,1,1,2,0,1,0,0,3,1,NA,90,90,1,1
29,201020201,2010202,110030,6.254455045,99,6,2,5000,2,3,1,7,1.69878299,0.763888889,5.467289592,4.235294118,0.78104137,0.605042017,1324,14.34166667,26.45833333,20.35,1407,1,14,Luapula,Tropical moist deciduous forest,22354.34375,1210.193993,260,1,1,1,2,1,1,0,0,3,1,NA,90,90,1,1
30,201020301,2010203,110030,5.00522352,99,6,2,5000,2,3,1,4,0.988154224,0.515555556,2.686271639,2.064220183,0.67156791,0.516055046,1324,14.34166667,26.45833333,20.35,1407,1,14,Luapula,Tropical moist deciduous forest,22354.34375,1210.193993,NA,1,1,7,3,0,1,0,0,3,1,NA,90,90,1,1
31,201020401,2010204,110030,3.215509053,99,6,2,5000,2,3,1,5,1.494175138,0.75,4.455659734,4,0.891131947,0.8,1324,14.34166667,26.45833333,20.35,1407,1,14,Luapula,Tropical moist deciduous forest,22354.34375,1210.193993,220,1,1,1,0,0,1,0,0,3,1,NA,90,90,1,1
32,201021101,2010211,110030,26.11072133,99,1,3,5000,2,1,4,9,1.713900598,0.738292011,5.550569851,3.821052632,0.616729983,0.424561404,1349,14.40833333,26.375,20.375,1432,1,0,Luapula,Tropical moist deciduous forest,14717.44141,2431.615487,260,2,1,2,0,1,1,0,0,1,0,NA,90,99,1,3
33,201021201,2010212,110030,15.69413125,99,1,3,5000,2,1,4,13,2.147223421,0.83203125,8.561054921,5.953488372,0.658542686,0.457960644,1349,14.40833333,26.375,20.375,1432,1,0,Luapula,Tropical moist deciduous forest,14717.44141,2431.615487,312,1,1,2,0,1,1,0,0,1,0,NA,90,99,1,3
34,201021301,2010213,110030,16.26530656,99,1,3,5000,2,1,4,11,1.979169344,0.802734375,7.236729254,5.069306931,0.657884478,0.460846085,1349,14.40833333,26.375,20.375,1432,1,0,Luapula,Tropical moist deciduous forest,14717.44141,2431.615487,332,1,1,2,0,1,1,0,0,1,0,NA,90,99,1,3
35,201021401,2010214,110030,31.26416345,99,1,3,5000,2,1,4,16,2.458893677,0.880332986,11.6918694,8.356521739,0.730741838,0.522282609,1349,14.40833333,26.375,20.375,1432,1,0,Luapula,Tropical moist deciduous forest,14717.44141,2431.615487,325,1,1,2,0,1,1,0,0,1,0,NA,90,90,1,3
36,201023201,2010232,110020,24.84894009,6,6,1,5000,0,2,3,18,2.579136254,0.903106509,13.18574411,10.32061069,0.73254134,0.57336726,1380,14.25,26.54166667,20.36666667,1384,1,60,Northern,Tropical moist deciduous forest,7595.651855,8426.667174,80,2,1,3,0,2,1,0,0,2,2,1,2,90,3,1
37,201024201,2010242,110030,31.64000421,99,1,3,5000,2,1,3,15,2.141653877,0.838732645,8.513506285,6.200883002,0.567567086,0.4133922,1327,13.45833333,26.025,19.70833333,1466,1,55,Northern,Tropical moist deciduous forest,13599.22949,4331.637636,NA,1,1,2,1,2,1,0,0,3,3,1,2,1,3,3
38,201024301,2010243,110030,35.23948197,99,1,3,3080,2,2,4,6,1.237819728,0.586888658,3.448087494,2.420654912,0.574681249,0.403442485,1327,13.45833333,26.025,19.70833333,1466,1,55,Northern,Tropical moist deciduous forest,13599.22949,4331.637636,180,2,1,3,1,2,1,0,0,3,1,1,2,1,2,3
39,201024302,2010243,110010,16.43706563,99,1,3,1380,2,2,5,3,1.054920168,0.64,2.871745887,2.777777778,0.957248629,0.925925926,1327,13.45833333,26.025,19.70833333,1466,1,55,Northern,Tropical moist deciduous forest,13599.22949,4331.637636,180,2,1,3,1,2,1,0,0,3,4,2,2,2,1,3
40,201024303,2010243,110030,54.7603905,99,1,3,540,2,2,4,3,1.011404265,0.611111111,2.749459274,2.571428571,0.916486425,0.857142857,1327,13.45833333,26.025,19.70833333,1466,1,55,Northern,Tropical moist deciduous forest,13599.22949,4331.637636,180,2,1,3,1,2,1,0,0,3,1,1,2,1,2,3
41,201025101,2010251,110030,10.62541698,7,1,3,5000,2,2,3,10,1.983298521,0.826171875,7.266672769,5.752808989,0.726667277,0.575280899,1208,14.19166667,26.725,20.43333333,1287,1,0,Northern,Tropical moist deciduous forest,15642.84277,6542.225714,270,5,1,5,0,2,1,0,0,2,3,1,2,1,3,3
42,201025201,2010252,110030,25.70267159,7,1,3,5000,2,2,3,11,1.800956414,0.751604938,6.055436199,4.02584493,0.5504942,0.365985903,1208,14.19166667,26.725,20.43333333,1287,1,0,Northern,Tropical moist deciduous forest,15642.84277,6542.225714,255,1,1,2,0,0,1,0,0,2,3,1,90,1,3,3
43,201025301,2010253,110030,22.58651621,7,1,3,5000,2,2,3,13,2.175539406,0.833984375,8.806934354,6.023529412,0.677456489,0.463348416,1208,14.19166667,26.725,20.43333333,1287,1,0,Northern,Tropical moist deciduous forest,15642.84277,6542.225714,270,2,1,5,0,2,1,0,0,2,3,NA,90,1,3,3
44,201025401,2010254,110030,19.34845525,7,1,3,5000,2,2,3,15,2.256036845,0.828888889,9.54518506,5.844155844,0.636345671,0.38961039,1208,14.19166667,26.725,20.43333333,1287,1,0,Northern,Tropical moist deciduous forest,15642.84277,6542.225714,270,2,1,2,1,2,1,0,0,2,3,1,90,1,3,3
45,201028101,2010281,110020,37.2273437,90,6,1,0,0,1,3,7,1.580838609,0.766419753,4.859028927,4.281183932,0.69414699,0.611597705,1064,17.8,27.85833333,22.79166667,997,0,0,Northern,Tropical moist deciduous forest,18929.34961,11699.37963,210,3,3,3,0,1,1,0,0,2,2,1,90,90,1,1
46,201028201,2010282,110020,27.62671741,90,6,1,0,0,1,3,13,2.043779783,0.828764685,7.719733039,5.83991684,0.593825618,0.449224372,1064,17.8,27.85833333,22.79166667,997,0,0,Northern,Tropical moist deciduous forest,18929.34961,11699.37963,270,3,3,3,0,1,1,0,0,2,2,1,90,90,1,1
47,201028301,2010283,110020,20.58761926,90,6,1,0,0,1,3,10,1.988275461,0.835743802,7.302928714,6.088050314,0.730292871,0.608805031,1064,17.8,27.85833333,22.79166667,997,0,0,Northern,Tropical moist deciduous forest,18929.34961,11699.37963,250,2,2,2,0,1,1,0,0,2,2,1,90,90,1,1
48,201028401,2010284,110020,28.21369797,90,6,1,0,0,1,3,14,2.111555595,0.834201389,8.261082197,6.031413613,0.5900773,0.430815258,1064,17.8,27.85833333,22.79166667,997,0,0,Northern,Tropical moist deciduous forest,18929.34961,11699.37963,185,2,3,3,0,1,1,0,0,2,2,2,90,90,1,1
49,201030201,2010302,110030,37.88975646,90,6,3,5000,2,2,1,15,2.614589433,0.920138889,13.66160622,12.52173913,0.910773748,0.834782609,1387,14.76666667,27.05833333,20.9,1255,1,210,Northern,Tropical moist deciduous forest,16468.79883,1052.621178,190,1,1,3,1,2,1,0,0,2,0,0,2,90,3,2
50,201030301,2010303,110030,24.27446066,90,6,3,5000,2,2,1,8,1.692281461,0.755,5.431859153,4.081632653,0.678982394,0.510204082,1387,14.76666667,27.05833333,20.9,1255,1,210,Northern,Tropical moist deciduous forest,16468.79883,1052.621178,280,1,1,3,1,2,1,0,0,2,0,NA,2,90,3,2
51,201030401,2010304,110030,24.2399569,90,6,3,5000,2,2,1,8,2.025326221,0.86,7.578582833,7.142857143,0.947322854,0.892857143,1387,14.76666667,27.05833333,20.9,1255,1,210,Northern,Tropical moist deciduous forest,16468.79883,1052.621178,279,1,1,3,1,2,1,0,0,2,0,NA,2,90,3,2
52,201032101,2010321,110030,1.897395238,6,1,3,5000,2,2,3,3,0.950270539,0.56,2.58640929,2.272727273,0.86213643,0.757575758,1388,14.65833333,26.99166667,20.8,1270,1,438,Northern,Tropical moist deciduous forest,24360.79102,151.2877393,350,2,1,3,1,1,1,0,0,2,2,1,2,1,2,3
53,201032201,2010322,110030,7.370697924,6,1,3,5000,2,2,3,9,1.86886277,0.78200692,6.480921905,4.587301587,0.720102434,0.509700176,1388,14.65833333,26.99166667,20.8,1270,1,438,Northern,Tropical moist deciduous forest,24360.79102,151.2877393,45,2,1,3,1,1,1,0,0,2,2,1,2,1,1,3
54,201032301,2010323,110030,5.312940895,6,1,3,5000,2,2,3,8,1.927392126,0.8359375,6.871566675,6.095238095,0.858945834,0.761904762,1388,14.65833333,26.99166667,20.8,1270,1,438,Northern,Tropical moist deciduous forest,24360.79102,151.2877393,45,2,1,3,1,1,1,0,0,2,2,1,2,1,2,3
55,201033101,2010331,110030,17.69736396,7,6,3,5000,2,1,4,20,2.768252076,0.922070196,15.9307639,12.83206107,0.796538195,0.641603053,1288,14.50833333,27.15,20.81666667,1259,1,4800,Northern,Tropical moist deciduous forest,3835.30542,609.087337,0,3,1,3,1,2,1,0,0,2,2,1,2,99,1,1
56,201033201,2010332,110030,22.0370717,6,6,3,5000,2,1,4,20,2.849471111,0.93553719,17.27864094,15.51282051,0.863932047,0.775641026,1288,14.50833333,27.15,20.81666667,1259,1,4800,Northern,Tropical moist deciduous forest,3835.30542,609.087337,NA,3,1,3,1,2,1,0,0,2,3,2,2,90,1,3
57,201033301,2010333,110030,58.14254442,6,6,3,5000,2,3,0,20,2.512650227,0.88994646,12.33758417,9.086486486,0.616879209,0.454324324,1288,14.50833333,27.15,20.81666667,1259,1,4800,Northern,Tropical moist deciduous forest,3835.30542,609.087337,NA,0,1,3,1,2,1,0,0,2,2,1,2,99,3,3
58,201033401,2010334,110030,53.71267074,6,6,3,5000,2,1,4,20,2.696394481,0.914807847,14.82617917,11.73817035,0.741308959,0.586908517,1288,14.50833333,27.15,20.81666667,1259,1,4800,Northern,Tropical moist deciduous forest,3835.30542,609.087337,NA,0,1,3,1,0,1,0,0,2,3,2,2,90,1,3
59,201037101,2010371,110020,6.435853505,90,6,2,5000,2,1,1,10,2.170048346,0.871972318,8.758707483,7.810810811,0.875870748,0.781081081,939,18.25833333,28.95833333,23.58333333,783,1,NA,Eastern,Tropical dry forest,5315.26709,7972.050675,240,6,3,5,2,1,1,0,0,1,2,2,90,90,3,NA
60,201037301,2010373,110020,13.71256589,90,6,2,5000,2,1,3,9,1.908133893,0.8033241,6.740498565,5.084507042,0.748944285,0.564945227,939,18.25833333,28.95833333,23.58333333,783,1,NA,Eastern,Tropical dry forest,5315.26709,7972.050675,105,11,5,5,2,1,1,0,0,1,1,2,90,90,3,NA
61,201037401,2010374,110020,10.55249705,90,6,2,5000,2,1,3,6,1.657993946,0.79338843,5.248770957,4.84,0.87479516,0.806666667,939,18.25833333,28.95833333,23.58333333,783,1,NA,Eastern,Tropical dry forest,5315.26709,7972.050675,185,12,5,5,2,1,1,0,0,1,2,2,90,90,3,NA
62,201039101,2010391,110030,2.494026411,99,6,3,5000,2,1,3,7,1.83437197,0.82,6.26120069,5.555555556,0.894457241,0.793650794,1222,13.61666667,27.025,20.28333333,1266,1,0,Luapula,Tropical moist deciduous forest,16095.26953,5245.359569,300,1,1,3,0,1,0,1,0,1,1,4,2,99,3,NA
63,201039201,2010392,110030,4.918994322,99,6,3,5000,2,1,3,2,0.693147181,0.5,2,2,1,1,1222,13.61666667,27.025,20.28333333,1266,1,0,Luapula,Tropical moist deciduous forest,16095.26953,5245.359569,240,1,1,3,1,1,0,1,0,1,3,4,90,99,4,1
64,201039301,2010393,110030,1.005805475,99,6,3,5000,2,1,3,2,0.693147181,0.5,2,2,1,1,1222,13.61666667,27.025,20.28333333,1266,1,0,Luapula,Tropical moist deciduous forest,16095.26953,5245.359569,200,1,1,3,1,1,0,1,0,1,3,4,90,99,4,99
65,201039401,2010394,110030,9.135751247,99,6,3,5000,2,1,3,11,2.397895273,0.909090909,11,11,1,1,1222,13.61666667,27.025,20.28333333,1266,1,0,Luapula,Tropical moist deciduous forest,16095.26953,5245.359569,180,1,1,3,1,1,0,1,0,1,1,4,2,99,3,1
66,201040101,2010401,110030,24.78647805,99,6,2,5000,2,2,3,10,2.072927042,0.850694444,7.948053386,6.697674419,0.794805339,0.669767442,1463,14.75,26.94166667,20.81666667,1213,0,0,Luapula,Tropical moist deciduous forest,15533.56641,1406.028344,NA,1,1,1,1,1,1,0,0,1,0,NA,2,99,2,3
67,201042101,2010421,110020,26.42544557,1,4,2,5000,2,1,2,9,1.931960718,0.81640625,6.903031878,5.446808511,0.767003542,0.605200946,1354,14.93333333,27.10833333,21,1191,1,1500,Northern,Tropical moist deciduous forest,20899.92383,14444.84951,NA,1,1,3,0,1,1,0,0,1,1,2,1,1,3,1
68,201042201,2010422,110020,24.63556542,1,4,2,5000,2,1,2,7,1.709271364,0.79,5.524934347,4.761904762,0.789276335,0.680272109,1354,14.93333333,27.10833333,21,1191,1,1500,Northern,Tropical moist deciduous forest,20899.92383,14444.84951,NA,1,1,3,0,1,1,0,0,1,1,2,1,2,3,1
69,201042301,2010423,110020,33.94468019,1,4,2,5000,2,1,2,13,2.450396283,0.902494331,11.59293989,10.25581395,0.891764607,0.788908766,1354,14.93333333,27.10833333,21,1191,1,1500,Northern,Tropical moist deciduous forest,20899.92383,14444.84951,240,1,1,3,0,1,1,0,0,1,1,2,1,2,3,1
70,201042401,2010424,110020,16.34231098,1,4,2,5000,2,1,2,8,1.979204517,0.847222222,7.2369838,6.545454545,0.904622975,0.818181818,1354,14.93333333,27.10833333,21,1191,1,1500,Northern,Tropical moist deciduous forest,20899.92383,14444.84951,NA,1,1,3,0,1,1,0,0,1,1,2,1,2,3,1
71,201043101,2010431,110030,18.43434451,6,4,2,5000,2,3,3,15,2.467534649,0.891632373,11.79333627,9.227848101,0.786222418,0.615189873,1260,14.625,26.95,20.76666667,1226,1,445,Northern,Tropical moist deciduous forest,16695.25781,5234.374122,1,3,1,4,0,2,1,0,0,2,2,4,2,90,2,3
72,201043201,2010432,110030,20.60347784,6,4,2,5000,2,3,3,13,1.974209617,0.8066609,7.200925915,5.172259508,0.553917378,0.397866116,1260,14.625,26.95,20.76666667,1226,1,445,Northern,Tropical moist deciduous forest,16695.25781,5234.374122,NA,NA,1,3,1,0,1,0,0,2,2,2,2,90,2,3
73,201043301,2010433,110030,5.037221463,6,4,3,5000,2,2,4,11,2.227437653,0.875283447,9.2760671,8.018181818,0.843278827,0.72892562,1260,14.625,26.95,20.76666667,1226,1,445,Northern,Tropical moist deciduous forest,16695.25781,5234.374122,2,2,1,3,1,1,1,0,0,2,3,2,2,2,1,1
74,201043401,2010434,110030,7.755304569,6,4,3,5000,2,2,4,10,1.929849096,0.79,6.888470662,4.761904762,0.688847066,0.476190476,1260,14.625,26.95,20.76666667,1226,1,445,Northern,Tropical moist deciduous forest,16695.25781,5234.374122,1,3,1,3,1,2,1,0,0,2,3,1,2,2,NA,1
75,201044101,2010441,110030,25.64134356,99,6,1,5000,0,1,3,12,2.160963989,0.846648301,8.679500571,6.520958084,0.723291714,0.543413174,1221,13.875,26.075,19.95,1369,1,20,Northern,Tropical moist deciduous forest,28323.54297,14838.70395,NA,1,1,4,1,2,1,0,0,1,0,NA,90,90,3,3
76,201044201,2010442,110030,35.38230684,99,6,1,5000,0,1,3,12,2.200092916,0.868530637,9.025852107,7.606334842,0.752154342,0.633861237,1221,13.875,26.075,19.95,1369,1,20,Northern,Tropical moist deciduous forest,28323.54297,14838.70395,210,1,1,4,1,2,1,0,0,1,0,NA,90,90,3,3
77,201044401,2010444,110030,26.78616144,99,6,1,5000,0,1,3,17,2.495346701,0.88531775,12.12593687,8.719745223,0.713290404,0.51292619,1221,13.875,26.075,19.95,1369,1,20,Northern,Tropical moist deciduous forest,28323.54297,14838.70395,320,1,1,3,0,1,1,0,0,1,0,NA,90,90,3,3
78,201047101,2010471,110020,80.80371457,90,6,1,0,0,1,3,2,0.057907517,0.020616319,1.059616995,1.021050299,0.529808498,0.51052515,864,17.95,29.43333333,23.65833333,693,1,28,Eastern,Tropical dry forest,19851.53125,4065.720253,220,5,1,1,2,1,1,0,0,1,3,1,90,90,2,1
79,201047201,2010472,110020,54.25569743,90,6,2,2000,2,1,3,2,0.099623389,0.03998334,1.104754777,1.04164859,0.552377389,0.520824295,864,17.95,29.43333333,23.65833333,693,1,28,Eastern,Tropical dry forest,19851.53125,4065.720253,240,4,1,2,1,1,1,0,0,2,2,2,90,90,2,NA
80,201047301,2010473,110020,49.70939634,90,6,1,0,0,1,3,2,0.154076104,0.068877551,1.166579664,1.073972603,0.583289832,0.536986301,864,17.95,29.43333333,23.65833333,693,1,28,Eastern,Tropical dry forest,19851.53125,4065.720253,150,5,1,1,1,1,1,0,0,2,2,2,90,90,2,NA
81,201047401,2010474,110020,106.310061,90,6,1,0,0,1,3,4,0.195456771,0.071542799,1.215866232,1.077055571,0.303966558,0.269263893,864,17.95,29.43333333,23.65833333,693,1,28,Eastern,Tropical dry forest,19851.53125,4065.720253,230,4,1,2,1,1,1,0,0,2,2,2,90,90,2,NA
82,201048201,2010482,110030,82.83179289,6,6,1,0,0,3,5,16,2.248560576,0.831836735,9.474088787,5.946601942,0.592130549,0.371662621,1434,12.66666667,26.88333333,19.75833333,1426,1,0,North-Western,Tropical moist deciduous forest,25771.56836,3322.652077,290,1,1,3,1,2,1,0,0,1,1,1,2,2,2,3
83,201049101,2010491,114000,79.27597325,7,6,1,0,0,3,5,20,2.643725412,0.901920439,14.06550593,10.1958042,0.703275296,0.50979021,1345,12.71666667,26.75,19.70833333,1448,1,19,North-Western,Tropical moist deciduous forest,27187.51758,21681.47326,0,2,1,2,0,2,1,0,0,1,2,2,2,99,1,1
84,201049201,2010492,110030,92.0380155,7,6,1,5000,0,3,5,17,2.425767287,0.887364731,11.3109048,8.878213802,0.665347341,0.522247871,1345,12.71666667,26.75,19.70833333,1448,1,19,North-Western,Tropical moist deciduous forest,27187.51758,21681.47326,340,1,1,2,0,2,1,0,0,1,2,2,2,99,1,1
